Dataset,Sample_ID,Dataset_type,Date,Latitude,Longitude,Depth,Filter_fraction,SAR11,Growth_measure,Copiotrophs,Phototrophs,Estimate,Temperature,Phosphate,Nitrate,Ammonium,Chlorophyll,DOC,DIC,POC,Nitrite,Nitrate_Nitrite,Salinity,Oxygen,pH,Nitrogen_dioxide,Silicate,Day_lenght,Insolation,Chlorophyll_bis,SAR11_RA,CN1_RA
SOLA,3/11/13_Med,time,3/11/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.153192037,11.47,0.18,5.9,0.1,2.57,,,,,,34.709,6.41,8.38,0.24,9.98,11.7,,,0.187585214,0.224929741
SOLA,3/25/13_Med,time,3/25/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.107408337,10.98,0.09,2.16,0.34,1.19,,,,,,37.327,6.18,8.31,0.24,0.95,12.37,,,0.67164868,0.69636242
SOLA,4/22/13_Med,time,4/22/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.099436465,13.13,0.04,1.81,0.19,0.47,,,,,,37.111,5.92,8.31,0.21,3.19,13.68,,,0.746064137,0.7752197
SOLA,5/6/13_Med,time,5/6/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.118543197,13.92,0.05,1.6,0.07,0.18,,,,,,37.335,7.88,8.35,0.17,3.68,14.28,,,0.392341765,0.412960522
SOLA,5/21/13_Med,time,5/21/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.146876585,14.68,0.08,0.37,0.05,1.12,,,,,,37.498,8.07,8.35,0.01,0.32,14.53,,,0.061359285,0.177777137
SOLA,6/3/13_Med,time,6/3/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.094183484,14.96,0.06,0.24,0.03,1.41,,,,,,37.756,5.86,8.17,0.03,1.22,15.12,,,0.640889343,0.640889343
SOLA,6/17/13_Med,time,6/17/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.127798528,15.92,0.02,0.18,0.02,0.24,,,,,,38.49,5.68,8.14,0.01,0.11,15.28,,,0.143230233,0.325562535
SOLA,7/1/13_Med,time,7/1/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.140483112,19.14,0.03,0.06,0.02,0.46,,,,,,37.941,5.63,7.86,0.01,0.75,15.25,,,0.08680409,0.103541363
SOLA,7/15/13_Med,time,7/15/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.103101213,21.84,0.02,0.02,0.03,0.18,,,,,,37.728,4.97,8.16,0.01,0.79,14.98,,,0.655528037,0.810979423
SOLA,7/29/13_Med,time,7/29/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.101866834,21.94,0.05,0.1,0.01,0.28,,,,,,37.645,5.17,8.17,0.01,0.78,14.57,,,0.680447313,0.770735403
SOLA,8/12/13_Med,time,8/12/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.161176858,23.22,0.03,0.02,0.01,0.2,,,,,,37.832,4.76,8.17,0.01,1.14,14.03,,,0.104265351,0.13324689
SOLA,8/26/13_Med,time,8/26/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.109677418,22.57,0.01,0.16,0.05,0.14,,,,,,37.889,4.78,8.15,0.01,0.88,13.43,,,0.574902068,0.62157944
SOLA,9/9/13_Med,time,9/9/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.144387897,20.75,0.03,0.02,0.06,0.1,,,,,,37.877,4.48,8.19,0.01,1.14,12.78,,,0.356277941,0.407790312
SOLA,9/23/13_Med,time,9/23/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.085174684,19.03,0.02,0.02,0.06,0.14,,,,,,38.355,5.27,8.16,0.01,1.43,12.12,,,0.850430276,0.88496524
SOLA,10/14/13_Med,time,10/14/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.098542917,17.99,0.03,0.02,0.02,0.22,,,,,,37.838,4.98,8.14,0.01,0.43,11.13,,,0.727434009,0.763933309
SOLA,10/28/13_Med,time,10/28/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.130516245,19.05,0.04,1.62,0.53,1.05,,,,,,36.762,4.52,8.14,0.05,0.57,10.5,,,0.496081677,0.535383684
SOLA,11/13/13_Med,time,11/13/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.106694651,16.47,0.04,0.17,0.08,0.95,,,,,,37.945,5.37,8.06,0.01,1.4,9.85,,,0.712663365,0.743829677
SOLA,11/28/13_Med,time,11/28/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.095401741,12.2,0.09,1.56,0.14,0.51,,,,,,37.837,5.84,8.1,0.21,3.02,9.38,,,0.834755338,0.861530426
SOLA,12/12/13_Med,time,12/12/13,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.107350013,12.72,0.09,2.49,0.05,0.51,,,,,,38.187,5.67,8.05,0.2,2.98,9.12,,,0.764493604,0.78737261
SOLA,1/13/14_Med,time,1/13/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.187123272,12.44,0.08,9.52,0.13,1.75,,,,,,34.278,6.138,7.961,0.69,10.99,9.37,,,0.321149623,0.328354475
SOLA,2/2/14_Med,time,2/2/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.100470866,12.25,0.04,1.84,0.04,1.43,,,,,,37.51,3.875,8.112,0.34,2.64,10.08,,,0.71844254,0.789267396
SOLA,2/10/14_Med,time,2/10/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.0927749,12.12,0.06,1.45,0.07,1.56,,,,,,37.68,4.801,8.12,0.34,1.9,10.37,,,0.851787561,0.863098664
SOLA,2/24/14_Med,time,2/24/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.088290361,12.66,0.06,1.73,0.09,0.74,,,,,,37.95,5.734,8.107,0.35,2.48,11,,,0.883049216,0.892599202
SOLA,3/24/14_Med,time,3/24/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.113191273,12.76,0.01,0.73,0.22,1.09,,,,,,37.676,5.927,8.139,0.15,0.28,12.33,,,0.430883341,0.448154599
SOLA,4/7/14_Med,time,4/7/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.107960595,13.52,0.03,1.06,0.16,2.53,,,,,,37.068,6.011,8.044,0.14,0.46,13,,,0.57585229,0.60290187
SOLA,4/22/14_Med,time,4/22/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.108840083,15.16,0.01,0.11,0.02,1.22,,,,,,37.402,5.547,8.17,0.05,0.75,13.68,,,0.50522764,0.505227641
SOLA,5/19/14_Med,time,5/19/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.127266927,16.02,0.03,0.12,0.11,0.39,,,,,,37.765,5.59,8.045,0.05,0.93,14.73,,,0.192295012,0.243848634
SOLA,6/10/14_Med,time,6/10/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.096349549,17.7,0.01,0.02,0.01,0.33,,,,,,37.725,5.45,8.1,0.01,0.83,15.23,,,0.784994672,0.821718711
SOLA,6/23/14_Med,time,6/23/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.122013899,20.3,0.01,0.02,0.07,0.26,,,,,,37.903,5.151,8.278,0.01,0.6,15.3,,,0.587935181,0.654992849
SOLA,7/7/14_Med,time,7/7/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.125399968,20.21,0.01,0.02,0.08,0.21,,,,,,37.816,5.143,8.261,0.01,1.48,15.15,,,0.524354194,0.593275697
SOLA,7/21/14_Med,time,7/21/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.099288766,20.5,0.01,0.2,0.05,0.27,,,,,,37.883,5.038,8.088,0.01,2.75,14.83,,,0.737471133,0.79672181
SOLA,8/4/14_Med,time,8/4/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.095115018,21.99,0.01,0.17,0.02,0.26,,,,,,37.826,4.2231,8.112,0.01,0.68,14.35,,,0.817799605,0.867764509
SOLA,8/19/14_Med,time,8/19/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.12349262,21.55,0.01,0.02,0.01,0.23,,,,,,37.893,3.609,8.156,0.01,0.68,13.73,,,0.644099702,0.679292167
SOLA,9/1/14_Med,time,9/1/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.089761368,21.67,0.01,0.03,0.01,0.15,,,,,,37.9374,5.08,8.552,0.08,0.54,13.17,,,0.839113373,0.889723626
SOLA,9/15/14_Med,time,9/15/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.09880011,21.64,0.03,0.08,0.05,0.53,,,,,,37.8899,5.016,8.003,0.02,1.74,12.52,,,0.722275412,0.790102309
SOLA,11/12/14_Med,time,11/12/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.08764872,18.23,0.01,0.3,0.09,0.3,,,,,,38.0811,4.999,8.131,0.11,1.03,9.88,,,0.872815778,0.888211391
SOLA,11/24/14_Med,time,11/24/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.110716283,17.33,0.17,0.66,0.44,0.6,,,,,,37.6689,5.32,8.147,0.07,1.22,9.5,,,0.810689347,0.836156449
SOLA,12/8/14_Med,time,12/8/14,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.104074613,16.15,0.04,1.37,0.24,0.33,,,,,,37.5258,5.467,8.148,0.31,3.64,9.17,,,0.831160158,0.85593701
SOLA,1/5/15_Med,time,1/5/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.102120833,14.71,0.01,0.53,0.1,0.46,,,,,,37.66,5.821,8.117,0.28,1.81,9.2,,,0.830072811,0.863129006
SOLA,1/8/15_Med,time,1/8/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,,13.27,,,0.05,0.69,,,,,,37.7898,5.795,8.144,,,9.25,,,,
SOLA,1/12/15_Med,time,1/12/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.099755022,14.29,0.01,0.58,0.01,0.46,,,,,,38.0494,5.686,8.132,0.24,1.67,9.33,,,0.842881178,0.867592551
SOLA,1/15/15_Med,time,1/15/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,,13.31,,,0.05,0.69,,,,,,37.9169,5.795,8.144,,,9.43,,,,
SOLA,1/19/15_Med,time,1/19/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.114798055,13.08,0.01,0.29,0.1,0.88,,,,,,37.975,5.899,8.128,0.2,1.21,9.53,,,0.770931751,0.776749128
SOLA,1/22/15_Med,time,1/22/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,,12.67,,,0.08,1.1,,,,,,37.829,5.86,8.144,,,9.63,,,,
SOLA,1/27/15_Med,time,1/27/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.099296443,12.15,0.01,0.63,0.04,0.89,,,,,,37.9268,6.009,8.082,0.23,1.25,9.82,,,0.855079157,0.857035388
SOLA,1/29/15_Med,time,1/29/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,,12.38,,,0.02,1.22,,,,,,37.9942,5.992,8.163,,,9.87,,,,
SOLA,2/2/15_Med,time,2/2/15,42.516667,3.183333,5.4,FL,yes,WMGR,yes,yes,0.09954217,12.6,0.02,1.45,0.09,0.64,,,,,,38.0616,5.817,8.156,0.22,3.82,10.03,,,0.878689404,0.882726118
SOLA,3/26/07_Med,time,3/26/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.311275175,12.34,0,0.47,0.87,0.86,,,,,,38.099,6.41,7.99,0.13,0.08,12.42,,,0.801400817,0.821361239
SOLA,4/10/07_Med,time,4/10/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.21680633,13.31,0,0.57,0.38,0.43,,,,,,37.773,6.1,8.12,0.12,0.41,13.13,,,0.86707798,0.86707798
SOLA,4/16/07_Med,time,4/16/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,2.489813562,14.35,0.01,2.11,1.27,2.1,,,,,,36.255,6.23,8.12,0.14,0.77,13.42,,,0.088921913,0.088921913
SOLA,4/23/07_Med,time,4/23/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.924126017,15.31,0.01,0.49,0.3,0.86,,,,,,36.747,6.56,8.19,0.06,1.18,13.73,,,0.392735623,0.429502362
SOLA,5/2/07_Med,time,5/2/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.476252696,17.74,0,0.72,1.26,0.3,,,,,,36.494,6.47,8.19,0.06,0.12,14.1,,,0.591193136,0.67780368
SOLA,5/9/07_Med,time,5/9/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.358845882,15.92,0,0.7,0.26,0.38,,,,,,36.838,6.04,8.14,0.07,0.39,14.38,,,0.764480224,0.784450395
SOLA,5/14/07_Med,time,5/14/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,16.61,0,0.29,1.35,0.38,,,,,,37.01,6.03,8.19,0.07,0.3,14.57,,,,
SOLA,5/21/07_Med,time,5/21/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.697406028,16.73,0,0,0.13,0.55,,,,,,37.432,6.22,8.03,0,0.06,14.8,,,0.476727577,0.518912714
SOLA,5/28/07_Med,time,5/28/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.10725773,16.2,0.02,0.3,1.09,0.33,,,,,,37.734,5.73,8.15,0.03,0.49,15.02,,,0.900674149,0.932095703
SOLA,6/4/07_Med,time,6/4/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.855427785,16.45,0.02,0.06,1.31,0.33,,,,,,37.802,5.91,8.11,0,0.49,15.13,,,0.260647676,0.270796986
SOLA,7/2/07_Med,time,7/2/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,20.18,0,0.03,0.41,0.08,,,,,,37.359,5.62,8.04,0,,15.22,,,,
SOLA,9/3/07_Med,time,9/3/07,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,19.21,0.04,0.16,0.29,,,,,,,38.019,4.97,8.09,0,1.24,13.38,,,,
SOLA,3/10/08_Med,time,3/10/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.779105202,11.17,0.02,1.27,0.09,0.63,,,,,,37.68,6.77,8.35,0.24,0.88,11.7,,,0.471684174,0.502975678
SOLA,4/2/08_Med,time,4/2/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.396990608,12,0.06,0.21,0.05,2.61,,,,,,38.116,6.52,8.23,0.03,0.66,12.8,,,0.737243216,0.762468684
SOLA,5/19/08_Med,time,5/19/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.899915391,17.31,0.03,2.87,0.29,0.44,,,,,,35.621,5.87,8.21,0.14,1.21,14.77,,,0.404111048,0.451124427
SOLA,6/9/08_Med,time,6/9/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,2.167171835,17.76,0.03,0.01,0.05,0.65,,,,,,37.004,5.92,8.15,0.03,0.71,15.23,,,0.07823348,0.194321871
SOLA,7/15/08_Med,time,7/15/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.321434014,21.24,0.03,0.12,0.05,0.11,,,,,,37.623,5.74,8.1,0.03,1.29,14.97,,,0.6780326,0.735488885
SOLA,8/18/08_Med,time,8/18/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.187316754,21.42,0.03,0.12,0.05,0.05,,,,,,37.884,5.79,8.13,0.03,0.67,13.73,,,0.801444726,0.83729852
SOLA,9/10/08_Med,time,9/10/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.232409295,19.21,0.04,0.21,0.23,0.39,,,,,,37.522,5.75,8.06,0.04,1.28,12.47,,,0.786492811,0.822717515
SOLA,10/8/08_Med,time,10/8/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.243402987,17.56,0.02,0.19,0.09,0.28,,,,,,37.509,6.01,8.18,0.03,1.45,11.47,,,0.766066635,0.805947876
SOLA,11/12/08_Med,time,11/12/08,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.07961043,16.23,0.02,0.52,1.19,0.41,,,,,,37.95,5.75,8.29,0.13,1.63,10.2,,,0.928987065,0.94201903
SOLA,1/5/09_Med,time,1/5/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.238003679,11.05,0.07,5.73,0.11,1.07,,,,,,36.385,5.94,8.24,0.8,6.27,9.2,,,0.85253546,0.864457157
SOLA,2/9/09_Med,time,2/9/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.379488019,10.56,0.03,3.31,0.37,1.03,,,,,,36.881,6.31,8.21,0.29,3.29,10.33,,,0.783401941,0.804547424
SOLA,2/23/09_Med,time,2/23/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.410816515,11.3,0.02,1.57,0.19,0.21,,,,,,37.63,6.11,8.04,0.31,1.84,11.27,,,0.757063785,0.779616476
SOLA,3/9/09_Med,time,3/9/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.228506073,10.82,0.02,1.8,0.22,0.36,,,,,,37.614,5.78,8.03,0.39,2.23,11.62,,,0.843048318,0.857037712
SOLA,3/23/09_Med,time,3/23/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.2194123,12.06,0.08,1.54,0.39,0.76,,,,,,37.827,6.24,8,0.09,1.4,12.28,,,0.826494916,0.834140748
SOLA,4/6/09_Med,time,4/6/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.218973211,11.99,0.09,1.96,0.63,0.3,,,,,,37.821,6.06,7.91,0.16,1.67,12.62,,,0.820047272,0.834772546
SOLA,4/20/09_Med,time,4/20/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,12.82,0.09,1.29,0.51,1.36,,,,,,36.675,,8.06,0.08,2.1,13.6,,,,
SOLA,5/4/09_Med,time,5/4/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.399803285,13.94,0.04,1.19,0.61,0.29,,,,,,37.404,5.99,8.04,0.09,0.72,14.18,,,0.719903466,0.769529611
SOLA,5/18/09_Med,time,5/18/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.353905105,16.31,0.05,0.13,0.34,0.65,,,,,,37.143,5.99,8.12,0.02,0.98,14.7,,,0.738497965,0.796613747
SOLA,6/17/09_Med,time,6/17/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.130997034,18.85,0.06,0.02,0.69,0.52,,,,,,37.043,5.66,8.13,0.02,1.17,15.2,,,0.85708369,0.933079403
SOLA,7/1/09_Med,time,7/1/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.150204866,20.53,0.03,0.21,0.55,0.15,,,,,,37.422,5.48,8.12,0.02,0.64,15.28,,,0.877675584,0.920759389
SOLA,7/16/09_Med,time,7/16/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.133066427,20.84,0.03,0.29,0.59,0.13,,,,,,37.715,5.3,8.11,0.02,0.94,14.85,,,0.866335056,0.924508623
SOLA,7/27/09_Med,time,7/27/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.125857286,21.22,0.03,0.36,1.14,0.13,,,,,,37.804,5.25,8.18,0.02,0.78,14.63,,,0.877694254,0.904186604
SOLA,8/24/09_Med,time,8/24/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,24.32,0.03,0.02,0.67,,,,,,,37.833,4.73,8.07,0.02,0.53,13.52,,,,
SOLA,9/9/09_Med,time,9/9/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.070959793,22.56,0.03,0.02,0.61,0.07,,,,,,38.019,5.11,8.09,0.02,0.56,12.78,,,0.901509222,0.945725887
SOLA,9/21/09_Med,time,9/21/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.08836933,20.18,0.03,0.02,0.7,0.15,,,,,,38.039,5.32,7.94,0.02,0.86,12.22,,,0.870217442,0.931110935
SOLA,10/13/09_Med,time,10/13/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.191499476,20.84,0.03,0.05,0.29,0.3,,,,,,38.132,5.1,7.99,0.02,1.18,11.18,,,0.806523457,0.847563272
SOLA,10/26/09_Med,time,10/26/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.180237823,17.53,0.03,0.05,0.34,0.48,,,,,,38.203,5.32,7.97,0.03,1.72,10.6,,,0.846025471,0.883072904
SOLA,11/16/09_Med,time,11/16/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.097443531,15.79,0.03,0.26,0.23,0.29,,,,,,38.185,5.34,7.95,0.09,1.53,9.75,,,0.902111184,0.915279657
SOLA,11/30/09_Med,time,11/30/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.162563132,15.87,0.03,0.25,0.17,0.52,,,,,,38.022,5.43,7.93,0.04,0.68,9.33,,,0.870683192,0.885927162
SOLA,12/16/09_Med,time,12/16/09,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.02448595,15.87,0.03,0.22,0.19,0.32,,,,,,37.991,5.38,8,0.04,0.61,9.08,,,0.968970133,0.968970133
SOLA,1/4/10_Med,time,1/4/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.429839876,12.54,0.03,0.59,0.22,0.94,,,,,,38.154,5.94,7.91,0.16,0.5,9.18,,,0.789821636,0.797786929
SOLA,1/11/10_Med,time,1/11/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.270437909,11.78,0.03,1.08,0.15,0.24,,,,,,38.006,5.98,7.76,0.29,1.03,9.32,,,0.84710785,0.854868528
SOLA,2/1/10_Med,time,2/1/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.262680236,10.75,0.03,2.55,0.33,0.48,,,,,,37.608,6.16,8.2,0.38,2.33,9.98,,,0.853376944,0.863303229
SOLA,2/15/10_Med,time,2/15/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.207508106,8.53,0.03,1.74,0.19,1.54,,,,,,37.474,6.59,8.25,0.26,1.32,10.58,,,0.874751262,0.888119344
SOLA,3/3/10_Med,time,3/3/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.423895187,10.76,0.03,3.59,0.46,1.13,,,,,,36.31,6.31,8.21,0.19,2.81,11.32,,,0.761852063,0.77685005
SOLA,3/15/10_Med,time,3/15/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.228334417,10.09,0.01,3.62,0.4,1.34,,,,,,36.895,6.33,8.24,0.28,2,11.9,,,0.868388647,0.88272415
SOLA,3/30/10_Med,time,3/30/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.249998991,12.07,0.04,1.63,0.21,0.8,,,,,,37.462,6.49,8.27,0.14,2.36,13,,,0.853841922,0.853841922
SOLA,4/26/10_Med,time,4/26/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,2.033445469,14.66,0.03,0.6,0.25,0.39,,,,,,37.249,5.95,8.24,0.07,0.96,13.85,,,0.108521738,0.130778183
SOLA,5/7/10_Med,time,5/7/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,15.87,0.05,0.39,0.11,0.86,,,,,,39.99,5.82,8.26,0.06,0.71,14.15,,,,
SOLA,5/10/10_Med,time,5/10/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,14.05,0.04,,,0.4,,,,,,37.331,5.88,8.24,0.14,2.62,14.42,,,,
SOLA,5/26/10_Med,time,5/26/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.44551236,16.19,0.06,0.07,0.01,0.33,,,,,,37.115,6.3,8.26,0.01,1.29,14.93,,,0.582846442,0.607262655
SOLA,6/7/10_Med,time,6/7/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,17.63,0.02,0.1,,0.16,,,,,,37.444,5.69,8.23,0.02,2.2,15.18,,,,
SOLA,7/5/10_Med,time,7/5/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.969646611,19.06,0.01,0.06,0.01,0.14,,,,,,37.538,5.32,8.22,0.01,1.06,15.2,,,0.184917858,0.242899597
SOLA,7/19/10_Med,time,7/19/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.127498001,22.57,0.01,0.07,0.01,0.06,,,,,,37.518,4.93,8.23,0.01,2.59,14.88,,,0.896601648,0.94041058
SOLA,8/2/10_Med,time,8/2/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.340311494,20.98,0.01,0.06,0.01,0.09,,,,,,37.76,5.11,8.18,0.01,1.94,14.23,,,0.692942836,0.751794533
SOLA,8/23/10_Med,time,8/23/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.107070023,20.19,0.01,0.05,0.01,0.12,,,,,,37.88,5.28,8.12,0.01,1.29,13.57,,,0.867952511,0.927131092
SOLA,9/13/10_Med,time,9/13/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.284700729,19.39,0.01,0.09,0.03,0.14,,,,,,38,5.28,8.25,0.01,1.93,12.6,,,0.720516464,0.789268398
SOLA,10/27/10_Med,time,10/27/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,,15.4,0.1,0.6,0.24,0.48,,,,,,38.078,,8.23,0.09,3.4,10.25,,,,
SOLA,11/15/10_Med,time,11/15/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.190196706,14.8,0.03,0.6,0.12,0.4,,,,,,38.056,5.57,8.16,0.25,1.85,9.35,,,0.869852237,0.88654525
SOLA,12/6/10_Med,time,12/6/10,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.149027995,14.23,0.01,1.06,0.06,0.24,,,,,,38.126,5.47,8.17,0.18,1.82,9.22,,,0.878780958,0.888342772
SOLA,1/3/11_Med,time,1/3/11,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.266287598,11.27,0.07,2.06,0.03,0.66,,,,,,37.617,6.07,8.09,0.36,3.2,9.17,,,0.834329488,0.846664123
SOLA,1/17/11_Med,time,1/17/11,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.139935357,11.91,0.09,2.98,0.02,0.78,,,,,,37.301,5.93,8.14,0.33,3.5,9.48,,,0.9114673,0.9114673
SOLA,2/7/11_Med,time,2/7/11,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.258104038,10.71,0.07,2.28,0.21,1.22,,,,,,37.443,6.22,8.15,0.28,2.96,10.23,,,0.851956129,0.8563994
SOLA,2/21/11_Med,time,2/21/11,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.360949975,11.16,0.03,1.61,0.15,0.56,,,,,,37.59,6.07,8.14,0.22,2.51,10.85,,,0.780997014,0.792282512
SOLA,3/9/11_Med,time,3/9/11,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.313673025,12.05,0.01,1.43,0.01,0.61,,,,,,38.107,5.96,8.26,0.17,2.3,11.62,,,0.692980868,0.714324997
SOLA,3/21/11_Med,time,3/21/11,42.516667,3.183333,5.4,FL,yes,WMCN,yes,yes,1.30972799,12.01,0.06,2.98,0.36,0.9,,,,,,36.648,5.98,8.3,0.38,4.01,12.18,,,0.783210175,0.802047547
